,name,username,user_id,verified,location,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type
282,Adrianche,svmx_lestat,1291608002.0,False,CDMX,Twitter for Android,es,"Please @miseleccionmx, get cock against Arabia. https://t.co/MOPwZAIrQt",False,['1597291569715240962'],1597291569715240962,2022-11-28 18:09:21+00:00,
283,fernando zarzosa,Ferzal73,589708137.0,False,México ,Twitter for Android,es,@miseleccionmx @Lc24C Focused on the next drunkenness and the affectionate ones,False,['1597292091167895552'],1597292091167895552,2022-11-28 18:11:25+00:00,replied_to
284,Tlatoani_Cuauhtemoc,Cuauhtemoc_1521,772961053.0,False,Tenochtitlan,Twitter for Android,es,@miseleccionmx @Lc24C I think the entire @miseleccionmx is run by whitexicans. That is why the team does not connect with the rest of the population and everything is flat.,False,['1597292080141062144'],1597292080141062144,2022-11-28 18:11:22+00:00,replied_to
285,TNT Sports México,tntsportsmex,1.385351121603076e+18,True,,Twitter for Android,es,@adn40 @miseleccionmx @soyhernanh @maraduron10 There is none of that. El Canelo is clueless or very upset with the result.,False,['1597292047697793024'],1597292047697793024,2022-11-28 18:11:15+00:00,replied_to
286,Fermin Aoaricio,FAoaricio,1.546478536416002e+18,False,,Twitter for Android,es,@zaragoza1380 @miseleccionmx @HenryMartinM I don't need them,False,['1597292041427644416'],1597292041427644416,2022-11-28 18:11:13+00:00,replied_to
287,javier fco sanchez,zar613,701594456.0,False,desde oaxaca la bella,Twitter for Android,es,"@RaulOrvananos @miseleccionmx He said the same before the game against Argentina. He went too far because he could have raised it differently, he was afraid of them and did not trust his players. After his imminent elimination he is going to say that there were players who were not on his level or something else.",False,['1597292027217313792'],1597292027217313792,2022-11-28 18:11:10+00:00,replied_to
288,DANESH COSTA,DaneshCosta,870293702.0,False,,Twitter for Android,es,"@miseleccionmx @HenryMartinM Go to sleep for a little while longer, not to post, they are about to complete the worst update with group cancer @Orlegi_Sports , @MikelArriolaP , yon de Luisa and certain managers who prioritized money over sport did not even play their ""farewell"" in Mexico",False,['1597291909797810176'],1597291909797810176,2022-11-28 18:10:42+00:00,replied_to
289,Diario Nuevo Día,nuevodiaenlinea,193504277.0,True,Estado Falcón - Venezuela,Twitter for Android,es,"If a team aspires to be great, that deserves to be supported ""unconditionally"", it has to go out and win two games in the World Cup. No tie, no ""almost"". In this and in all the soccer world cups. It's easy to understand @miseleccionmx",False,['1597291908644368384'],1597291908644368384,2022-11-28 18:10:41+00:00,
290,Marciano2020,MEAhumadaS,4184853852.0,False,,Twitter for iPhone,es,@laliux66 @Vicente40630343 @miseleccionmx And now none so far,False,['1597291902747148288'],1597291902747148288,2022-11-28 18:10:40+00:00,replied_to
291,Manuel Nogueira,langarocule,1.5476356447042478e+18,False,,Twitter Web App,es,@miseleccionmx @HenryMartinM With everything for the win! 🇲🇽,False,['1597291868068331520'],1597291868068331520,2022-11-28 18:10:32+00:00,replied_to
292,Teresa Rodríguez de la Vega,tesiture,1936241773.0,False,"Coyoacán, Distrito Federal",Twitter for iPhone,es,@miseleccionmx @Lc24C Better run it now and put an interim only so they will win😂😂,False,['1597291859763953664'],1597291859763953664,2022-11-28 18:10:30+00:00,replied_to
293,Gael😮‍💨,RMLeipsismo,8.149645113755771e+17,False,"León, Guanajuato",Twitter for Android,es,"@ecamarena1 @miseleccionmx @FMF @USMNT well, let's not even apply that of the philosopher José Alfredo ...my @ecamarena, once again to toast with strangers and cry over the same mistakes",False,['1597291799055564802'],1597291799055564802,2022-11-28 18:10:15+00:00,replied_to
294,Guerrero Conexiones.,Gro_Conexiones,169942641.0,False,Chilpancingo de los Bravo,Twitter for iPhone,es,@RiverPl07802904 @josantonyo03 @FMF @miseleccionmx With all those stars they ate two goals from the world power “Arabia” with El Tata in their favor. Mexico was allowed to win,False,['1597291751764422656'],1597291751764422656,2022-11-28 18:10:04+00:00,replied_to
295,ill Cosby,JrVonDoom,203386105.0,False,"Culiacán, Sinaloa, México,",TweetDeck,es,"#NewDay | 👉🇲🇽🇦🇷This was @Canelo's threat against #Messi @fifaworldcup_es, @Argentina @miseleccionmx

#CaneloVsMessi #canelomessi #MexicoVsArgentina
#NewsFalcon

More information HERE 👇
https://t.co/4qK6DqD9F1 https://t.co/arjwvDRZEX",False,['1597291734110593031'],1597291734110593031,2022-11-28 18:10:00+00:00,
296,Nugget,nuggetmessisui,1.3870148182640763e+18,False,fortblox,Twitter for Android,es,"@gabosainz Ask @miseleccionmx they put it there. The worst ""Mexican"" selection ever.",False,['1597291700812419074'],1597291700812419074,2022-11-28 18:09:52+00:00,replied_to
297,Valentina Gómez,ValeGWhite,1.5919064361913303e+18,False,"Benito Juárez, Distrito Federa",Twitter for Android,es,"@castrosillo @miseleccionmx That's what I've been saying since the World Cup started, get out now! The hands of televisa of the FMF.",False,['1597291694772215808'],1597291694772215808,2022-11-28 18:09:50+00:00,replied_to
298,Gabriel Rodríguez #NEVER GIVE UP😎🇲🇽,Gabriel67037270,1.4238039494135112e+18,False,,Twitter for iPhone,es,@laDanFlores @miseleccionmx Me too. 😤😤😤,False,['1597291650430406656'],1597291650430406656,2022-11-28 18:09:40+00:00,replied_to
299,Piu Pini,piupini18,172460969.0,False,,Twitter for Android,es,@ModoCarreraJR1 @clubleonfc @miseleccionmx Haha Nachito is the ex who doesn't get over it 🥲,False,['1597291637788774401'],1597291637788774401,2022-11-28 18:09:37+00:00,replied_to
300,Joe Martínez,punkmatacarita,250248798.0,False,"Lyon Estates, Hill Valley.",Twitter for Android,es,"Many Mexican races are culera:

@ yosoy8a's 🍆 bled when he cut the penalty, but today they ridicule him.

The starving people who bet against @miseleccionmx

Those who voted for @PartidoMorenaMx and today are barking at @lopezobrador_

For that and more they do not progress.",False,['1597291619216420864'],1597291619216420864,2022-11-28 18:09:32+00:00,
301,"Tomás N. RICO-MORA (Jiuatsï), MCP-SPURS (@MITdusp)",implement21,835848517.0,False,The Planning Lab-MX — Perfil:,Twitter for Android,es,"Please @miseleccionmx, get cock against Arabia. https://t.co/MOPwZAIrQt",False,['1597291569715240962'],1597291569715240962,2022-11-28 18:09:21+00:00,
302,AMERICA DE CALI el mejor de Colombia,EdisonAmericano,1.23811045491814e+18,False,"Cali, Colombia",Twitter for Android,es,@miseleccionmx @Lc24C Focused on the next drunkenness and the affectionate ones,False,['1597292091167895552'],1597292091167895552,2022-11-28 18:11:25+00:00,replied_to
303,Hugo Diaz,hugoedz,465237195.0,False,Mazatlan Sinaloa Mexico,Twitter for Android,es,@miseleccionmx @Lc24C I think the entire @miseleccionmx is run by whitexicans. That is why the team does not connect with the rest of the population and everything is flat.,False,['1597292080141062144'],1597292080141062144,2022-11-28 18:11:22+00:00,replied_to
304,🇲🇽🇧🇷,benzenjoyer,9.274221000083087e+17,False,,Twitter for Android,es,@adn40 @miseleccionmx @soyhernanh @maraduron10 There is none of that. El Canelo is clueless or very upset with the result.,False,['1597292047697793024'],1597292047697793024,2022-11-28 18:11:15+00:00,replied_to
305,Alberjazzz,CrisantoAlbert2,1.4749669051109048e+18,False,,Twitter for Android,es,@zaragoza1380 @miseleccionmx @HenryMartinM I don't need them,False,['1597292041427644416'],1597292041427644416,2022-11-28 18:11:13+00:00,replied_to
306,Temerario,jeatampico,1227924978.0,False,tampico,Twitter for Android,es,"@RaulOrvananos @miseleccionmx He said the same before the game against Argentina. He went too far because he could have raised it differently, he was afraid of them and did not trust his players. After his imminent elimination he is going to say that there were players who were not on his level or something else.",False,['1597292027217313792'],1597292027217313792,2022-11-28 18:11:10+00:00,replied_to
307,Jose Angel Razo,peperazo,72169719.0,False,,Twitter for Android,es,"@miseleccionmx @HenryMartinM Go to sleep for a little while longer, not to post, they are about to complete the worst update with group cancer @Orlegi_Sports , @MikelArriolaP , yon de Luisa and certain managers who prioritized money over sport did not even play their ""farewell"" in Mexico",False,['1597291909797810176'],1597291909797810176,2022-11-28 18:10:42+00:00,replied_to
308,Pato 🌻,cuakcuak85,1.2857785834120274e+18,False,Un mundo raro,Twitter for Android,es,"If a team aspires to be great, that deserves to be supported ""unconditionally"", it has to go out and win two games in the World Cup. No tie, no ""almost"". In this and in all the soccer world cups. It's easy to understand @miseleccionmx",False,['1597291908644368384'],1597291908644368384,2022-11-28 18:10:41+00:00,
309,CHILDRENPOWER,CHILDRENPOWERMX,2526499440.0,False,,Twitter for iPhone,es,@laliux66 @Vicente40630343 @miseleccionmx And now none so far,False,['1597291902747148288'],1597291902747148288,2022-11-28 18:10:40+00:00,replied_to
310,Elizabéth Ramírez,Elizabe77147507,1.2265321704889262e+18,False,,Twitter Web App,es,@miseleccionmx @HenryMartinM With everything for the win! 🇲🇽,False,['1597291868068331520'],1597291868068331520,2022-11-28 18:10:32+00:00,replied_to
311,Alesito,AlesitO3223,1.2795324473239265e+18,False,🇲🇽,Twitter for iPhone,es,@miseleccionmx @Lc24C Better run it now and put an interim only so they will win😂😂,False,['1597291859763953664'],1597291859763953664,2022-11-28 18:10:30+00:00,replied_to
312,Christian Perez,23CAP_,222226083.0,False,,Twitter for Android,es,"@ecamarena1 @miseleccionmx @FMF @USMNT well, let's not even apply that of the philosopher José Alfredo ...my @ecamarena, once again to toast with strangers and cry over the same mistakes",False,['1597291799055564802'],1597291799055564802,2022-11-28 18:10:15+00:00,replied_to
313,Aquiles Baeza ,aquiles_baeza66,1284944803.0,False,,Twitter for iPhone,es,@RiverPl07802904 @josantonyo03 @FMF @miseleccionmx With all those stars they ate two goals from the world power “Arabia” with El Tata in their favor. Mexico was allowed to win,False,['1597291751764422656'],1597291751764422656,2022-11-28 18:10:04+00:00,replied_to
314,maikepolos,maikepolos1,1.2005392112348529e+18,False,,TweetDeck,es,"#NewDay | 👉🇲🇽🇦🇷This was @Canelo's threat against #Messi @fifaworldcup_es, @Argentina @miseleccionmx

#CaneloVsMessi #canelomessi #MexicoVsArgentina
#NewsFalcon

More information HERE 👇
https://t.co/4qK6DqD9F1 https://t.co/arjwvDRZEX",False,['1597291734110593031'],1597291734110593031,2022-11-28 18:10:00+00:00,
315,AntonioRojas,tonitorojas,277066989.0,False,"Tampico, Mexico",Twitter for Android,es,"@gabosainz Ask @miseleccionmx they put it there. The worst ""Mexican"" selection ever.",False,['1597291700812419074'],1597291700812419074,2022-11-28 18:09:52+00:00,replied_to
316,Teófilo Huerta,teohuerta,41181175.0,False,México,Twitter for Android,es,"@castrosillo @miseleccionmx That's what I've been saying since the World Cup started, get out now! The hands of televisa of the FMF.",False,['1597291694772215808'],1597291694772215808,2022-11-28 18:09:50+00:00,replied_to
317,西側,westsidewlove_,2263355294.0,False,"California, USA",Twitter for iPhone,es,@laDanFlores @miseleccionmx Me too. 😤😤😤,False,['1597291650430406656'],1597291650430406656,2022-11-28 18:09:40+00:00,replied_to
318,Diiego Wayne23,DiiegoWayne87,148801783.0,False,"Tampico, Tamaulipas",Twitter for Android,es,@ModoCarreraJR1 @clubleonfc @miseleccionmx Haha Nachito is the ex who doesn't get over it 🥲,False,['1597291637788774401'],1597291637788774401,2022-11-28 18:09:37+00:00,replied_to
319,Álex,lex54054481,1.5781249930781983e+18,False,,Twitter for Android,es,"Many Mexican races are culera:

@ yosoy8a's 🍆 bled when he cut the penalty, but today they ridicule him.

The starving people who bet against @miseleccionmx

Those who voted for @PartidoMorenaMx and today are barking at @lopezobrador_

For that and more they do not progress.",False,['1597291619216420864'],1597291619216420864,2022-11-28 18:09:32+00:00,
320,Misael,MisaelRe08,1.3093606884359905e+18,False,,Twitter for Android,es,"Please @miseleccionmx, get cock against Arabia. https://t.co/MOPwZAIrQt",False,['1597291569715240962'],1597291569715240962,2022-11-28 18:09:21+00:00,
321,Leclercista16,ch_lec16,1.3441537026601902e+18,False,,Twitter for iPad,en,@Canelo don’t disrespect my daddy @TeamMessi ever again you need to pray that @TeamMessi don’t go and find you and @miseleccionmx is out of the @FIFAWorldCup and @jakepaul will beat you,False,['1597290742988558337'],1597290742988558337,2022-11-28 18:06:04+00:00,
322,AmMar,AmMarlaVida,1.5074601402235822e+18,False,,Twitter Web App,es,"Shame on @miseleccionmx @FMF

#Qatar2022
#Qatar2022IsLatina
#World
#Mexicans https://t.co/vea82W80fn",False,['1597290737485639681'],1597290737485639681,2022-11-28 18:06:02+00:00,
323,Diego Alvarez,DiechooAG,1.3073276785890427e+18,False,México,Twitter for Android,es,@miseleccionmx @HenryMartinM But they already reach the arc they score goals 🙃,False,['1597290718669963264'],1597290718669963264,2022-11-28 18:05:58+00:00,replied_to
324,Marco Mosqueda,MarcoMosqueda1,568842586.0,False,,Twitter for iPhone,es,I prefer a thousand times the failure of this @miseleccionmx by Tata Martino than the failure of the 2002 one being eliminated by the United States. That team is the worst in the World Cup.,False,['1597290709593513985'],1597290709593513985,2022-11-28 18:05:56+00:00,
325,Jose Luis Cham,jose_luis_cham_,89963771.0,False,"California, USA",Twitter for iPhone,es,My #MéxicoMágico where it is believed that @miseleccionmx had to sell himself to lose to Lionel Messi's #Argentina. We are ridiculous. #Qatar2022,False,['1597290651829182465'],1597290651829182465,2022-11-28 18:05:42+00:00,
326,Esau Solís,EsauSols2,1.4940651449632973e+18,False,,Twitter Web App,es,"@revista_unam @miseleccionmx @FILGuadalajara @LaReimers @MongeEmiliano @AntonioOrtugno @julietaga @nettelg @librosunam @CulturaUNAM 🟨
⬛️🟧🟨

🌎ALL TOWNS
ALL LANGUAGES
ALL RIGHTS

🟨🟧⬛️🟨

@Pontifex_es @antonioguterres @KGeorgieva @NOIweala @MITdusp @IFADPresident @HolySee_FAO @FAODG @WFPChief @GobiernoMX @lopezobrador_ @AAzoulay
#indigenouspeoples
#we are indigenous #Purépecha
@ILDecade https://t.co/MLazhei5LS",False,['1597290646309859329'],1597290646309859329,2022-11-28 18:05:40+00:00,replied_to
